restaurant_id,name,restaurant_type,avg_rating,num_ratings,avg_cost_two,online_order,table_booking,cuisine_type,area,address,source,city,typical_delivery_time
2332,Garden Fresh,Beverage Shop,3.9,50,200.0,1,0,"Healthy Food, Juices",Bannerghatta Road,BTM,zomato,Bangalore,
2333,Garden Hotel,Quick Bites,2.8,40,400.0,0,0,"North Indian, Chinese, South Indian",Koramangala 4th Block,Koramangala 1st Block,zomato,Bangalore,
2334,Garden Kabab Corner,Quick Bites,3.4,7,200.0,1,0,"North Indian, Chinese",Malleshwaram,Yeshwantpur,zomato,Bangalore,
2335,Garma Garam,Quick Bites,3.2,144,350.0,1,0,"North Indian, Chinese, Biryani, Rolls",Bannerghatta Road,Bannerghatta Road,zomato,Bangalore,
2336,Gaura's Secret Recipe,Delivery,3.8,31,250.0,1,0,"North Indian, Gujarati, Rajasthani",Brookefield,Marathahalli,zomato,Bangalore,
2337,Gavran Misal,Quick Bites,2.8,40,250.0,1,0,Street Food,HSR,HSR,zomato,Bangalore,
2338,Geetha Cafe,Quick Bites,3.0,12,200.0,0,0,South Indian,HSR,Bommanahalli,zomato,Bangalore,
2339,Gelato Italiano,Dessert Parlor,2.9,17,200.0,1,0,"Ice Cream, Bakery, Desserts",Church Street,Ulsoor,zomato,Bangalore,
2340,Gelato Pazzo,Dessert Parlor,3.8,47,200.0,0,0,Desserts,"Byresandra,Tavarekere,Madiwala",BTM,zomato,Bangalore,
2341,GET ur FIX @ Chote Miya,Quick Bites,3.3,4,300.0,0,0,Fast Food,New BEL Road,New BEL Road,zomato,Bangalore,
2342,Ghar Ka Bhojan,Delivery,3.3,7,200.0,0,0,"North Indian, Healthy Food",MG Road,Domlur,zomato,Bangalore,
2343,Ghar Ka Chulha,Casual Dining,3.1,117,550.0,1,0,"North Indian, Chinese",Bellandur,Sarjapur Road,zomato,Bangalore,
2344,Ghar Ka Khana,Quick Bites,3.7,95,150.0,1,0,North Indian,"Byresandra,Tavarekere,Madiwala",Koramangala 1st Block,zomato,Bangalore,
2345,Ghar Ki Rasoi,Casual Dining,3.7,50,500.0,1,0,North Indian,Bellandur,Bellandur,zomato,Bangalore,
2346,Gharelu Zaika,Delivery,3.7,22,250.0,1,0,North Indian,Bannerghatta Road,JP Nagar,zomato,Bangalore,
2347,Ghee Biryani House,Quick Bites,3.1,7,400.0,1,0,"North Indian, Biryani, Chinese, Arabian","Byresandra,Tavarekere,Madiwala",BTM,zomato,Bangalore,
2348,Ghee Biryanis,"Takeaway, Delivery",3.4,137,500.0,1,0,"Biryani, North Indian","Byresandra,Tavarekere,Madiwala",BTM,zomato,Bangalore,
2349,Ghee Positive,Quick Bites,3.8,48,300.0,1,0,"North Indian, Chinese","Byresandra,Tavarekere,Madiwala",Koramangala 8th Block,zomato,Bangalore,
2350,Ghee Rice Family Restaurant,Casual Dining,3.3,16,600.0,0,0,"North Indian, Chinese, Biryani",Jayanagar,Wilson Garden,zomato,Bangalore,
2351,Gilly's Restobar,"Pub, Casual Dining",4.3,1249,1200.0,0,1,"Continental, North Indian, Chinese, Salad",Electronic City,Electronic City,zomato,Bangalore,
2352,Ging - Royal Orchid Central,"Bar, Casual Dining",4.2,222,2000.0,1,1,Asian,Indiranagar,MG Road,zomato,Bangalore,
2353,Ginger,Quick Bites,3.6,159,350.0,1,0,"North Indian, Chinese",Malleshwaram,Sanjay Nagar,zomato,Bangalore,
2354,Ginger & Garlic,Quick Bites,3.6,92,350.0,1,0,"South Indian, North Indian, Chinese",Brookefield,Brookefield,zomato,Bangalore,
2355,Ginger Greens,Casual Dining,3.9,300,750.0,0,1,"Andhra, Chinese, North Indian",Kalyan Nagar,Kalyan Nagar,zomato,Bangalore,
2356,Ginger Mint,Casual Dining,3.0,5,600.0,1,0,"North Indian, South Indian, Chinese",Brookefield,Marathahalli,zomato,Bangalore,
2357,Ginger restaurant,Quick Bites,3.5,40,400.0,0,0,"Continental, Chinese, North Indian",Koramangala 6th Block,Koramangala 3rd Block,zomato,Bangalore,
2358,Ginseng - Royal Orchid Hotel,Fine Dining,3.9,172,1900.0,0,1,"Chinese, Thai, Asian",Old Airport Road,Old Airport Road,zomato,Bangalore,
2359,Giselle Resto Cafe,Cafe,4.1,836,800.0,1,1,"Cafe, Italian, Pizza, Beverages, Desserts",Frazer Town,Kammanahalli,zomato,Bangalore,
2360,Give Me 5 Cafe,Cafe,3.3,90,500.0,0,0,"Cafe, Healthy Food",MG Road,Indiranagar,zomato,Bangalore,
2361,GKT Biryani World,Quick Bites,3.7,83,350.0,1,0,"Biryani, Italian, BBQ","Byresandra,Tavarekere,Madiwala",HSR,zomato,Bangalore,
2362,Glacier - Citrine Hotel,Bar,3.6,27,1000.0,0,0,"Finger Food, North Indian, Chinese",Malleshwaram,Seshadripuram,zomato,Bangalore,
2363,Glassy,Club,4.2,707,1400.0,0,1,"North Indian, Chinese",Bellandur,Bellandur,zomato,Bangalore,
2364,Glen's Bakehouse,"Bakery, Cafe",4.2,794,600.0,1,1,"Bakery, Cafe, Italian, Desserts",Brookefield,Whitefield,zomato,Bangalore,
2365,Global Flavors,Casual Dining,3.5,131,1000.0,1,1,"North Indian, Fast Food, Beverages",Kalyan Nagar,Banaswadi,zomato,Bangalore,
2366,GMT - Gelateria Montecatini Terme,Dessert Parlor,4.4,275,300.0,1,0,"Desserts, Ice Cream",Indiranagar,Indiranagar,zomato,Bangalore,
2367,Go Gharelu,"Takeaway, Delivery",3.1,67,250.0,1,0,"North Indian, Biryani",Marathahalli,Marathahalli,zomato,Bangalore,
2368,Go Italia,Casual Dining,4.0,777,750.0,1,0,"Italian, Pizza, Fast Food, Salad","Byresandra,Tavarekere,Madiwala",Koramangala 6th Block,zomato,Bangalore,
2369,Go Native,"Casual Dining, Cafe",2.8,40,800.0,0,0,"Healthy Food, Cafe, Beverages",HSR,HSR,zomato,Bangalore,
2370,Goa 0 Km,Casual Dining,3.6,163,800.0,1,1,"Goan, Seafood, North Indian, Chinese, Biryani",Banashankari,Kumaraswamy Layout,zomato,Bangalore,
2371,Gobble Up Churros Cafe,Casual Dining,3.8,37,400.0,1,0,"Beverages, Cafe, Desserts, Spanish, Bakery",Brigade Road,Ulsoor,zomato,Bangalore,
2372,Gobi Corner,Quick Bites,3.6,21,200.0,0,0,Chinese,Rajajinagar,Rajajinagar,zomato,Bangalore,
2373,Gobi Gate,Quick Bites,3.2,8,200.0,0,0,Chinese,"Byresandra,Tavarekere,Madiwala",BTM,zomato,Bangalore,
2374,Godavari Delights,Casual Dining,3.0,11,400.0,1,0,South Indian,Electronic City,Electronic City,zomato,Bangalore,
2375,Godhavari,Casual Dining,3.3,4,1000.0,0,0,"Seafood, Andhra",Marathahalli,Marathahalli,zomato,Bangalore,
2376,Gods Own Cafe,Quick Bites,4.4,384,300.0,1,0,"South Indian, Kerala, Seafood","Byresandra,Tavarekere,Madiwala",Koramangala 7th Block,zomato,Bangalore,
2377,Gogula's Sweets & Chats,"Sweet Shop, Quick Bites",4.0,201,200.0,1,0,"Mithai, Street Food, Fast Food","Byresandra,Tavarekere,Madiwala",BTM,zomato,Bangalore,
2378,Gokul Kuteera,Casual Dining,3.9,257,650.0,1,0,"North Indian, Chinese, South Indian",Brigade Road,Indiranagar,zomato,Bangalore,
2379,Gokul Veg,Casual Dining,3.8,469,750.0,1,0,"North Indian, Chinese, Beverages",Banashankari,Basavanagudi,zomato,Bangalore,
2380,Gold Bean,Cafe,2.5,113,550.0,0,0,Cafe,HSR,HSR,zomato,Bangalore,
2381,Gold Line Breadz,"Bakery, Quick Bites",3.7,53,350.0,0,0,"Bakery, Fast Food, Desserts",Kalyan Nagar,Kammanahalli,zomato,Bangalore,
2382,Golden China,Quick Bites,3.6,22,300.0,1,0,Chinese,"Byresandra,Tavarekere,Madiwala",Koramangala 1st Block,zomato,Bangalore,
2383,Golden Food Palace,Quick Bites,2.9,18,450.0,0,0,"North Indian, Chinese",Whitefield,Whitefield,zomato,Bangalore,
2384,Golden Grill Restaurant,Casual Dining,3.5,18,550.0,0,0,"Arabian, Chinese, North Indian, Kerala, Seafood","Byresandra,Tavarekere,Madiwala",BTM,zomato,Bangalore,
2385,Golden Oak - La Marvella Sarovar Premiere Hotel,Casual Dining,3.9,371,1000.0,0,1,"North Indian, Continental, Chinese, South Indian",Jayanagar,Jayanagar,zomato,Bangalore,
2386,Golden Paradise,Quick Bites,3.5,14,300.0,0,0,"North Indian, Chinese",Whitefield,Whitefield,zomato,Bangalore,
2387,Golden Restaurant,Casual Dining,3.4,409,750.0,1,1,"North Indian, Mughlai","Byresandra,Tavarekere,Madiwala",HSR,zomato,Bangalore,
2388,Golden Rice,Casual Dining,4.2,175,1000.0,1,0,"North Indian, Mughlai, Seafood, Chinese",Brookefield,Marathahalli,zomato,Bangalore,
2389,Goli Vada Pav No 1,Quick Bites,3.4,7,200.0,1,0,Street Food,Electronic City,Electronic City,zomato,Bangalore,
2390,Goli Vada Pav No. 1,Quick Bites,2.9,78,150.0,1,0,Street Food,Electronic City,Electronic City,zomato,Bangalore,
2391,Goli Vada Pav NO.1,Quick Bites,3.4,7,200.0,0,0,Street Food,Church Street,MG Road,zomato,Bangalore,
2392,Golkonda Chimney,Casual Dining,3.5,1824,850.0,1,1,"Biryani, North Indian, Mughlai",Marathahalli,Marathahalli,zomato,Bangalore,
2393,Gongura,"Food Court, Casual Dining",2.6,51,500.0,0,0,"Andhra, North Indian, South Indian",Whitefield,Whitefield,zomato,Bangalore,
2394,Gongura Biriyani House,Quick Bites,2.8,40,250.0,1,0,"Andhra, Biryani",Kalyan Nagar,Nagawara,zomato,Bangalore,
2395,Good Bread,Bakery,3.6,14,300.0,0,0,"Bakery, Desserts","Byresandra,Tavarekere,Madiwala",JP Nagar,zomato,Bangalore,
2396,Good Food Kitchen,Delivery,3.4,7,400.0,0,0,North Indian,Bellandur,Sarjapur Road,zomato,Bangalore,
2397,Goodness! Beverages,Delivery,3.4,4,250.0,1,0,Beverages,"Byresandra,Tavarekere,Madiwala",Koramangala,zomato,Bangalore,
2398,Gooey & Fluffy,Delivery,2.8,40,200.0,0,0,"Desserts, Bakery",Bellandur,Bellandur,zomato,Bangalore,
2399,Goofy's,Pub,3.2,8,1000.0,0,0,Finger Food,Indiranagar,Indiranagar,zomato,Bangalore,
2400,Gopal Kabab Centre,Quick Bites,3.3,4,350.0,0,0,North Indian,Bannerghatta Road,JP Nagar,zomato,Bangalore,
2401,Gopi Ice Creams,Dessert Parlor,2.8,40,100.0,0,0,Ice Cream,Banashankari,Banashankari,zomato,Bangalore,
2402,Gorbandh,Quick Bites,4.0,84,400.0,1,0,"Fast Food, North Indian","Byresandra,Tavarekere,Madiwala",BTM,zomato,Bangalore,
2403,Gorilla Barfare,"Pub, Casual Dining",4.2,270,1400.0,0,0,"Continental, Pizza, Burger",Koramangala 4th Block,Koramangala 6th Block,zomato,Bangalore,
2404,Gourmet,Casual Dining,3.5,12,800.0,0,0,"North Indian, Chinese, Continental, South Indian",Electronic City,Electronic City,zomato,Bangalore,
2405,Gourmet Food Truck,Food Truck,3.6,15,200.0,1,0,Chinese,"Byresandra,Tavarekere,Madiwala",South Bangalore,zomato,Bangalore,
2406,Gowdaaa Mane Oota,Quick Bites,3.4,7,200.0,0,0,South Indian,Bellandur,Bellandur,zomato,Bangalore,
2407,Gowdara Hatti,Quick Bites,3.7,29,300.0,1,0,South Indian,Malleshwaram,Malleshwaram,zomato,Bangalore,
2408,Gowdara Naati Mane,Quick Bites,3.4,7,500.0,0,0,"South Indian, Biryani, Mangalorean",Brigade Road,Residency Road,zomato,Bangalore,
2409,Gowda's Biriyani Corner,Quick Bites,3.8,91,250.0,1,0,"North Indian, South Indian, Biryani",Rajajinagar,Vijay Nagar,zomato,Bangalore,
2410,Gowdru Hotel,Quick Bites,3.4,78,400.0,1,0,"South Indian, Biryani",Kalyan Nagar,Banaswadi,zomato,Bangalore,
2411,Gowdru Mane,Quick Bites,3.6,26,300.0,0,0,"Andhra, North Indian, Chinese",New BEL Road,New BEL Road,zomato,Bangalore,
2412,Gowdru Mane Bhaduta,Quick Bites,3.2,4,400.0,0,0,"North Indian, South Indian",Rajajinagar,Rajajinagar,zomato,Bangalore,
2413,Gowdru Mane Oota,Quick Bites,3.7,80,400.0,1,0,"South Indian, Andhra",Bannerghatta Road,JP Nagar,zomato,Bangalore,
2414,Gowdru Military Hotel,Quick Bites,3.2,5,300.0,0,0,"Biryani, South Indian",Bannerghatta Road,JP Nagar,zomato,Bangalore,
2415,Gowri Gajanand Sweets,Sweet Shop,4.0,63,300.0,1,0,"Mithai, Street Food",Brookefield,Brookefield,zomato,Bangalore,
2416,Gowri Sweets,Sweet Shop,3.3,4,300.0,0,0,"Mithai, Street Food",Koramangala 4th Block,Koramangala 8th Block,zomato,Bangalore,
2417,GR Foods,Quick Bites,2.8,40,350.0,1,0,"Andhra, Biryani","Byresandra,Tavarekere,Madiwala",BTM,zomato,Bangalore,
2418,Grab n Go - Aloft Hotel,Casual Dining,3.1,7,1000.0,0,0,"American, Fast Food",Whitefield,Whitefield,zomato,Bangalore,
2419,Graffitea,"Beverage Shop, Quick Bites",3.7,16,200.0,1,0,"Beverages, Fast Food",Bannerghatta Road,BTM,zomato,Bangalore,
2420,Gramin,Casual Dining,4.3,3447,600.0,1,0,North Indian,"Byresandra,Tavarekere,Madiwala",Koramangala 7th Block,zomato,Bangalore,
2421,Grand Chillies,Quick Bites,3.4,7,400.0,0,0,"North Indian, Chinese, Biryani","Byresandra,Tavarekere,Madiwala",HSR,zomato,Bangalore,
2422,Grand Food,"Quick Bites, Bakery",3.4,8,250.0,1,0,"South Indian, Bakery, Chinese",Banashankari,Banashankari,zomato,Bangalore,
2423,Grand Gowdru Hotel,Casual Dining,3.4,31,700.0,1,0,"South Indian, North Indian, Chinese",Koramangala 4th Block,Koramangala 6th Block,zomato,Bangalore,
2424,Grand Hotel,Quick Bites,3.6,57,500.0,1,0,"Hyderabadi, Biryani",Marathahalli,Old Airport Road,zomato,Bangalore,
2425,Grand Spicy Restaurant,Casual Dining,3.6,34,700.0,0,0,"North Indian, Mughlai, Chinese",Church Street,Cunningham Road,zomato,Bangalore,
2426,Grand Sweets & Snacks,Sweet Shop,3.3,5,300.0,0,0,"Mithai, Fast Food",Malleshwaram,Malleshwaram,zomato,Bangalore,
2427,Grand Taj Durbar,Quick Bites,3.5,12,300.0,0,0,"North Indian, Chinese",Electronic City,Electronic City,zomato,Bangalore,
2428,Grand Village,Casual Dining,3.8,166,600.0,0,0,"North Indian, Rajasthani",Banashankari,Basavanagudi,zomato,Bangalore,
2429,Grandma's Recipe,"Takeaway, Delivery",3.9,51,400.0,0,0,"Biryani, Kebab, Kerala",Sarjapur Road,Sarjapur Road,zomato,Bangalore,
2430,GrannyzHut,Quick Bites,3.4,8,350.0,1,0,"Bengali, North Indian","Byresandra,Tavarekere,Madiwala",HSR,zomato,Bangalore,
2431,Granos De Cafe,Cafe,3.7,31,500.0,0,0,"Cafe, Beverages","Byresandra,Tavarekere,Madiwala",BTM,zomato,Bangalore,
2432,Grapevine,Cafe,4.1,732,1200.0,1,1,"Cafe, Continental, Italian, Beverages, Mediterranean","Byresandra,Tavarekere,Madiwala",HSR,zomato,Bangalore,
2433,Grazers,Cafe,3.9,291,650.0,1,1,"Cafe, Burger, Continental, Italian, Desserts",Banashankari,Jayanagar,zomato,Bangalore,
2434,Great Indian Rolls,Quick Bites,3.2,4,100.0,1,0,Rolls,Basavanagudi,Basavanagudi,zomato,Bangalore,
2435,Great Moments - Hotel Bangalore International,"Casual Dining, Bar",3.2,2,1100.0,0,0,Finger Food,Malleshwaram,Race Course Road,zomato,Bangalore,
2436,Green Chilly,Quick Bites,3.6,29,350.0,1,0,"North Indian, Chinese",Malleshwaram,Rajajinagar,zomato,Bangalore,
2437,Green Family Bar & Restaurant,Casual Dining,3.0,57,1000.0,0,0,"North Indian, Chinese, Andhra",Electronic City,Electronic City,zomato,Bangalore,
2438,Green G Juice Bar,Beverage Shop,3.5,37,200.0,1,0,"Beverages, Juices, Ice Cream",Indiranagar,Indiranagar,zomato,Bangalore,
2439,Green Gardenia,Casual Dining,3.8,160,700.0,1,0,"North Indian, Chinese",Banashankari,Banashankari,zomato,Bangalore,
2440,Green Go,Beverage Shop,2.8,40,200.0,1,0,"Beverages, Juices",Bannerghatta Road,Bannerghatta Road,zomato,Bangalore,
2441,Green Hotel,Quick Bites,2.8,40,200.0,0,0,"North Indian, Chinese",Bellandur,Sarjapur Road,zomato,Bangalore,
2442,Green Hyderabad Biryani House,Casual Dining,3.8,424,800.0,1,0,"Biryani, Hyderabadi, Andhra, North Indian",Brookefield,Whitefield,zomato,Bangalore,
2443,Green Onion,Casual Dining,4.3,1187,550.0,0,0,Chinese,Brigade Road,Residency Road,zomato,Bangalore,
2444,Green Paprika,Casual Dining,3.3,7,1000.0,0,0,"North Indian, South Indian, Continental",Brigade Road,Church Street,zomato,Bangalore,
2445,Green Pepper,Casual Dining,3.8,259,600.0,1,0,"Seafood, South Indian, Chinese, Kerala",Indiranagar,Jeevan Bhima Nagar,zomato,Bangalore,
2446,Green Theory,"Casual Dining, Cafe",4.2,2838,800.0,1,1,"Italian, Salad, Healthy Food, Cafe, Asian, Desserts, Pizza",Brigade Road,Residency Road,zomato,Bangalore,
2447,Green Tree Garden Restaurant,Casual Dining,3.4,6,500.0,0,0,"Chinese, Hyderabadi, Mughlai, South Indian",Electronic City,Electronic City,zomato,Bangalore,
2448,Grigliato,Casual Dining,3.9,715,1000.0,1,0,"Italian, Chinese, Continental, Steak",Bellandur,HSR,zomato,Bangalore,
2449,Grill 99 - The Ritz-Carlton,Fine Dining,3.4,12,4000.0,0,0,"Steak, Mediterranean, Grill",Lavelle Road,Residency Road,zomato,Bangalore,
2450,Grill Biryanis,Quick Bites,3.1,8,500.0,0,0,"Biryani, North Indian",Rajajinagar,Malleshwaram,zomato,Bangalore,
2451,Grill Hut,Quick Bites,3.6,83,350.0,1,0,"Fast Food, Rolls",Marathahalli,Kaggadasapura,zomato,Bangalore,
2452,Grill N Chill,Quick Bites,3.1,17,400.0,0,0,"North Indian, Chinese","Byresandra,Tavarekere,Madiwala",BTM,zomato,Bangalore,
2453,Grill On Wheels,Quick Bites,2.8,40,400.0,0,0,"North Indian, Chinese, BBQ, Arabian, Fast Food",Bannerghatta Road,JP Nagar,zomato,Bangalore,
2454,Grill Point,Quick Bites,2.9,30,500.0,1,0,"North Indian, Mughlai, Chinese",Whitefield,Whitefield,zomato,Bangalore,
2455,Grilliez,Cafe,4.1,564,600.0,1,0,"Cafe, Arabian, Continental, Turkish, Fast Food, Burger, Beverages",HSR,HSR,zomato,Bangalore,
2456,Grillopia,Quick Bites,3.8,82,1000.0,1,0,"Burger, Pizza, Fast Food",Basavanagudi,BTM,zomato,Bangalore,
2457,Grills & Rolls,Quick Bites,2.5,321,400.0,1,0,"North Indian, Chinese, Fast Food, Rolls, Juices",Bannerghatta Road,JP Nagar,zomato,Bangalore,
2458,Grills And Tandoor,Casual Dining,3.6,107,900.0,1,1,"North Indian, Chinese","Byresandra,Tavarekere,Madiwala",Koramangala 5th Block,zomato,Bangalore,
2459,Grits Cafe,Quick Bites,3.6,15,300.0,1,0,"Fast Food, Bakery",Rajajinagar,Magadi Road,zomato,Bangalore,
2460,Grow Fit,Delivery,3.8,36,500.0,1,0,"Healthy Food, North Indian, Thai",HSR,HSR,zomato,Bangalore,
2461,Grub Bucket,Delivery,3.3,4,300.0,1,0,"North Indian, Biryani, Fast Food",Kammanahalli,Rammurthy Nagar,zomato,Bangalore,
2462,Grub by 3G's,Casual Dining,3.3,4,1500.0,0,0,"Continental, North Indian",Malleshwaram,Malleshwaram,zomato,Bangalore,
2463,Grubbery,Cafe,4.1,637,700.0,1,0,"Cafe, American, Asian, European, Steak, Salad, Desserts",Malleshwaram,New BEL Road,zomato,Bangalore,
2464,Grubhouse,"Casual Dining, Cafe",4.1,332,800.0,1,0,"Continental, Cafe, Steak",Indiranagar,Indiranagar,zomato,Bangalore,
2465,Gruhalakshmi Home Foods,Sweet Shop,3.3,5,250.0,1,0,Mithai,"Byresandra,Tavarekere,Madiwala",Bommanahalli,zomato,Bangalore,
2466,Gud Dhani,Casual Dining,4.0,827,500.0,1,0,Rajasthani,Bannerghatta Road,BTM,zomato,Bangalore,
2467,Gudguda Prime Cafe,Cafe,4.2,815,800.0,0,1,"Cafe, Continental, Chinese, Italian",Koramangala 4th Block,Koramangala 6th Block,zomato,Bangalore,
2468,Gufha - The President Hotel,Casual Dining,4.1,1875,1200.0,1,1,"North Indian, Afghani, Mughlai",Banashankari,Jayanagar,zomato,Bangalore,
2469,Gujrati Mess,Mess,3.6,18,200.0,1,0,Gujarati,Bannerghatta Road,JP Nagar,zomato,Bangalore,
2470,Gulbarga Refreshment,Quick Bites,3.2,10,300.0,0,0,South Indian,Rajajinagar,Rajajinagar,zomato,Bangalore,
2471,Gullu's Chat,Quick Bites,3.6,600,250.0,1,0,"Fast Food, Street Food, Juices",Rajajinagar,Seshadripuram,zomato,Bangalore,
2472,Gulp The Pulp,Delivery,3.7,19,200.0,1,0,"Beverages, Juices, Healthy Food","Byresandra,Tavarekere,Madiwala",Koramangala 4th Block,zomato,Bangalore,
2473,Gundappa Donne Biryani,Quick Bites,2.5,90,300.0,0,0,Biryani,Frazer Town,Indiranagar,zomato,Bangalore,
2474,Gundappa Donne Biryani Mane,Quick Bites,3.4,55,300.0,1,0,Biryani,Kalyan Nagar,Nagawara,zomato,Bangalore,
2475,Gundu Pulav,Quick Bites,3.3,4,400.0,0,0,Biryani,Jayanagar,Jayanagar,zomato,Bangalore,
2476,Guns N Roses,Quick Bites,3.6,19,300.0,1,0,"Fast Food, Biryani",Indiranagar,Ejipura,zomato,Bangalore,
2477,Guntur Royal Dine,Casual Dining,3.4,7,700.0,0,0,"North Indian, South Indian, Chinese",Electronic City,Electronic City,zomato,Bangalore,
2478,Guntur's Vandanam Food Zone,Quick Bites,3.5,40,300.0,0,0,"Andhra, Chinese, North Indian",Koramangala 6th Block,Koramangala 1st Block,zomato,Bangalore,
2479,Gupshap,Quick Bites,3.5,5,300.0,0,0,South Indian,New BEL Road,New BEL Road,zomato,Bangalore,
2480,Guru Garden,Casual Dining,2.9,106,450.0,0,0,"North Indian, Chinese",Bannerghatta Road,Bannerghatta Road,zomato,Bangalore,
2481,Guru Greens,Casual Dining,3.8,89,550.0,0,0,"North Indian, Chinese",Bannerghatta Road,Bannerghatta Road,zomato,Bangalore,
2482,Guru Palace,Casual Dining,3.1,106,450.0,1,0,"Chinese, North Indian",Bannerghatta Road,Bannerghatta Road,zomato,Bangalore,
2483,Guru Paradise,Casual Dining,2.9,200,1000.0,0,1,"Chinese, South Indian, North Indian",Bannerghatta Road,Bannerghatta Road,zomato,Bangalore,
2484,Gurukrupa Paratha House,Casual Dining,3.1,330,500.0,1,0,"North Indian, Chinese",Indiranagar,Domlur,zomato,Bangalore,
2485,Gustoes Beer House,Pub,4.1,868,1200.0,0,0,"Continental, Italian, Mexican, North Indian, Chinese, Steak",Banashankari,Banashankari,zomato,Bangalore,
2486,Gusto's Pizza,Casual Dining,2.9,289,500.0,1,0,"Pizza, Italian",Sarjapur Road,Bellandur,zomato,Bangalore,
2487,Guzzlers Inn,Pub,3.9,951,1100.0,0,0,"North Indian, Chinese",Lavelle Road,Brigade Road,zomato,Bangalore,
2488,Gyani Da Punjabi Dhaba,Quick Bites,3.9,1189,500.0,1,0,"North Indian, Chinese","Byresandra,Tavarekere,Madiwala",BTM,zomato,Bangalore,
2489,H3O,Bar,3.1,11,1000.0,0,0,"North Indian, Chinese",Indiranagar,Indiranagar,zomato,Bangalore,
2490,Haagen Dazs,Dessert Parlor,3.9,77,800.0,1,0,"Ice Cream, Desserts",Brigade Road,Koramangala 7th Block,zomato,Bangalore,
2491,Habib Shaheb Kolkatta Katti Rolls,Quick Bites,3.3,4,200.0,1,0,"Rolls, Chinese",Brookefield,Whitefield,zomato,Bangalore,
2492,Habibi Falafel,Quick Bites,4.3,219,300.0,1,0,"Lebanese, Middle Eastern","Byresandra,Tavarekere,Madiwala",Koramangala 1st Block,zomato,Bangalore,
2493,Habib's Biryani,Delivery,3.6,11,400.0,0,0,Biryani,Indiranagar,Indiranagar,zomato,Bangalore,
2494,Habitts,Quick Bites,3.7,61,350.0,1,0,"Fast Food, Burger, Italian, Beverages",Jayanagar,BTM,zomato,Bangalore,
2495,Hae Kum Gang,Casual Dining,4.4,1187,1100.0,0,1,"Korean, Chinese, Japanese",Brigade Road,Brigade Road,zomato,Bangalore,
2496,Haji Ali Juice Centre,"Beverage Shop, Quick Bites",3.8,22,350.0,0,0,"Beverages, Cafe, Juices, Fast Food",Brigade Road,MG Road,zomato,Bangalore,
2497,Hakka Chinese Restaurant,Casual Dining,3.9,330,600.0,1,0,"Chinese, Thai","Byresandra,Tavarekere,Madiwala",Koramangala 1st Block,zomato,Bangalore,
2498,Hakuna Matata,"Casual Dining, Bar",4.5,2781,1200.0,0,0,"North Indian, Asian, Seafood, Chinese",Bannerghatta Road,JP Nagar,zomato,Bangalore,
2499,Haldiram's Express,Kiosk,3.6,44,300.0,0,0,North Indian,Residency Road,Brigade Road,zomato,Bangalore,
2500,Half & Half Food Box,Quick Bites,3.0,15,500.0,0,0,"North Indian, Chinese, Biryani",Sarjapur Road,Bellandur,zomato,Bangalore,
2501,Half Girlfriend,Quick Bites,2.8,40,600.0,1,0,"Biryani, North Indian, Chinese, Fast Food",Electronic City,Electronic City,zomato,Bangalore,
2502,Halli Donne Biryani Nati Style,Quick Bites,3.4,77,400.0,1,0,Biryani,Malleshwaram,Basaveshwara Nagar,zomato,Bangalore,
2503,Halli Jonne Biriyani,Quick Bites,4.2,380,400.0,0,0,"Biryani, Kebab",Basavanagudi,Jayanagar,zomato,Bangalore,
2504,Halli Kitchen,Quick Bites,2.5,63,300.0,1,0,South Indian,Electronic City,Electronic City,zomato,Bangalore,
2505,Halli Mane,Quick Bites,3.2,5,300.0,1,0,South Indian,Brigade Road,Majestic,zomato,Bangalore,
2506,Halli Mane Badoota Hotel,Quick Bites,2.8,40,300.0,1,0,South Indian,Electronic City,Electronic City,zomato,Bangalore,
2507,Halli Mane Biriyani,Quick Bites,3.2,4,150.0,0,0,"South Indian, Biryani",Sarjapur Road,Sarjapur Road,zomato,Bangalore,
2508,Halli Mane Donne Biriyani,Quick Bites,4.1,87,400.0,1,0,"Biryani, Seafood",Malleshwaram,Rajajinagar,zomato,Bangalore,
2509,Halli Mane Food Court,Quick Bites,3.5,11,100.0,0,0,South Indian,Church Street,Frazer Town,zomato,Bangalore,
2510,Halli Mane MUDDE OOTA,Quick Bites,3.5,14,300.0,1,0,South Indian,Bannerghatta Road,JP Nagar,zomato,Bangalore,
2511,Halli Mane Rotti,Quick Bites,3.4,8,150.0,0,0,South Indian,Indiranagar,Indiranagar,zomato,Bangalore,
2512,Halli Oota,Casual Dining,3.3,6,450.0,0,0,"South Indian, Biryani",Brigade Road,St. Marks Road,zomato,Bangalore,
2513,Halli Rotti Manne,Quick Bites,3.4,9,100.0,0,0,South Indian,Jayanagar,Jayanagar,zomato,Bangalore,
2514,Halli Sogasu,Casual Dining,3.0,15,600.0,0,0,"South Indian, Andhra",Bannerghatta Road,Bannerghatta Road,zomato,Bangalore,
2515,Halo Chef,Delivery,3.9,144,500.0,1,0,North Indian,Koramangala 5th Block,Koramangala 4th Block,zomato,Bangalore,
2516,Ham Khim Chinese Fast Food,Quick Bites,3.1,7,300.0,0,0,Chinese,Electronic City,Electronic City,zomato,Bangalore,
2517,Hamara Kozhikode,Quick Bites,3.3,5,300.0,0,0,"Kerala, Juices",Electronic City,Electronic City,zomato,Bangalore,
