restaurant_id,name,restaurant_type,avg_rating,num_ratings,avg_cost_two,online_order,table_booking,cuisine_type,area,address,source,city,typical_delivery_time
1,#FeelTheROLL,Quick Bites,3.4,7,200.0,0,0,Fast Food,Bellandur,Bellandur,zomato,Bangalore,
2,#L-81 Cafe,Quick Bites,3.9,48,400.0,1,0,"Fast Food, Beverages","Byresandra,Tavarekere,Madiwala",HSR,zomato,Bangalore,
3,#refuel,Cafe,3.7,37,400.0,1,0,"Cafe, Beverages",Bannerghatta Road,Bannerghatta Road,zomato,Bangalore,
4,'@ Biryani Central,Casual Dining,2.7,135,550.0,1,0,"Biryani, Mughlai, Chinese",Marathahalli,Marathahalli,zomato,Bangalore,
5,'@ The Bbq,Casual Dining,2.8,40,700.0,1,0,"BBQ, Continental, North Indian, Chinese, Beverages",Bellandur,Bellandur,zomato,Bangalore,
6,'@99,"Takeaway, Delivery",3.4,37,200.0,0,0,"Mughlai, Biryani, Chinese, North Indian",Whitefield,Whitefield,zomato,Bangalore,
7,'@Italy,Casual Dining,4.1,305,700.0,1,0,Italian,Banashankari,Kumaraswamy Layout,zomato,Bangalore,
8,'@North Parontha Hut,"Takeaway, Delivery",2.8,40,300.0,0,0,North Indian,Indiranagar,Old Airport Road,zomato,Bangalore,
9,1000 B.C,Quick Bites,3.2,49,300.0,1,0,"Arabian, Sandwich, Rolls, Burger","Byresandra,Tavarekere,Madiwala",Koramangala 5th Block,zomato,Bangalore,
10,100ÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ°C,Casual Dining,3.7,41,450.0,0,0,"Biryani, North Indian","Byresandra,Tavarekere,Madiwala",BTM,zomato,Bangalore,
11,11 to 11 Express Biriyanis,Quick Bites,3.5,22,300.0,1,0,"Biryani, Kebab",Electronic City,Electronic City,zomato,Bangalore,
12,1131 Bar + Kitchen,"Bar, Casual Dining",4.4,2861,1500.0,0,1,"Continental, Asian, Italian, North Indian",Old Airport Road,Indiranagar,zomato,Bangalore,
13,12th Main - Grand Mercure,Fine Dining,4.1,353,2000.0,0,1,"European, Asian","Byresandra,Tavarekere,Madiwala",Koramangala 3rd Block,zomato,Bangalore,
14,1441 Pizzeria,Casual Dining,4.1,119,800.0,1,0,"Pizza, Salad",Basavanagudi,JP Nagar,zomato,Bangalore,
15,1522 - The Pub,Pub,4.2,1731,1400.0,1,0,"Chinese, Continental, North Indian",Malleshwaram,Malleshwaram,zomato,Bangalore,
16,154 Breakfast Club,Cafe,4.0,1509,900.0,1,1,"Cafe, Continental","Byresandra,Tavarekere,Madiwala",Koramangala 3rd Block,zomato,Bangalore,
17,1722 Urban Bistro,Casual Dining,4.1,218,600.0,1,1,"North Indian, Chinese, Fast Food, Biryani","Byresandra,Tavarekere,Madiwala",Koramangala 5th Block,zomato,Bangalore,
18,18+ Ice Cafe,Cafe,3.5,24,550.0,0,0,"Cafe, Fast Food, Chinese, Beverages",Kalyan Nagar,Kammanahalli,zomato,Bangalore,
19,1947,Casual Dining,3.9,620,1000.0,0,1,"North Indian, Chinese, Continental",Rajajinagar,Rajajinagar,zomato,Bangalore,
20,1980s Games Cafe,Cafe,3.4,58,400.0,1,0,"Cafe, Fast Food",Banashankari,Basavanagudi,zomato,Bangalore,
21,1992 Chats - Space,Quick Bites,3.7,33,200.0,1,0,Street Food,Malleshwaram,Rajajinagar,zomato,Bangalore,
22,1Q1,"Casual Dining, Bar",4.3,595,2500.0,0,1,"Asian, Japanese, Thai, Malaysian, Vietnamese, Korean, Chinese",Brigade Road,Infantry Road,zomato,Bangalore,
23,1TO3 Kitchen,Delivery,3.1,11,800.0,0,0,"North Indian, Chinese, Continental, Italian, South Indian",Marathahalli,Marathahalli,zomato,Bangalore,
24,2 Statez,Casual Dining,3.7,209,600.0,1,0,"Kerala, Seafood, South Indian, North Indian, Chinese",Kalyan Nagar,Kalyan Nagar,zomato,Bangalore,
25,20 Char - Sterlings MAC Hotel,"Casual Dining, Bar",4.0,419,1400.0,1,1,"Chinese, Continental, North Indian, South Indian, Arabian",Indiranagar,Old Airport Road,zomato,Bangalore,
26,20 Feet High,"Casual Dining, Bar",4.0,932,1000.0,1,1,"American, Continental, Steak, Salad",Brigade Road,Church Street,zomato,Bangalore,
27,21 C - La Marvella Sarovar Premiere Hotel,Casual Dining,3.6,15,1000.0,0,0,Continental,Basavanagudi,Jayanagar,zomato,Bangalore,
28,24 Carats - The Capitol,Casual Dining,3.1,46,1000.0,0,0,"Asian, Continental",Brigade Road,Cunningham Road,zomato,Bangalore,
29,24 Hours Cake Delivery,Delivery,3.3,4,700.0,0,0,Bakery,Indiranagar,Old Airport Road,zomato,Bangalore,
30,24 Hours Coffee Drop - La Classic,Cafe,3.4,9,800.0,0,0,Cafe,Electronic City,Electronic City,zomato,Bangalore,
31,24/7 - The Lalit Ashok Bangalore,Fine Dining,4.0,344,3000.0,0,1,"Continental, North Indian, Italian, Chinese",Malleshwaram,Seshadripuram,zomato,Bangalore,
32,24/7 Food Service,"Takeaway, Delivery",2.9,7,300.0,1,0,"South Indian, North Indian, Fast Food","Byresandra,Tavarekere,Madiwala",JP Nagar,zomato,Bangalore,
33,24@43 - The Oterra,Fine Dining,4.1,268,3000.0,0,1,"North Indian, Asian, Continental",Electronic City,Electronic City,zomato,Bangalore,
34,24th Main,Casual Dining,4.1,1234,800.0,0,1,"North Indian, South Indian, Chinese",Bannerghatta Road,JP Nagar,zomato,Bangalore,
35,29 Degrees North,Quick Bites,3.9,283,250.0,1,0,"North Indian, Fast Food, Street Food",Kalyan Nagar,Banaswadi,zomato,Bangalore,
36,2nd Home Restaurant,Quick Bites,3.7,21,500.0,1,0,"South Indian, North Indian, Chinese","Byresandra,Tavarekere,Madiwala",BTM,zomato,Bangalore,
37,3 Leafs,Casual Dining,3.7,128,600.0,1,0,"North Indian, South Indian, Chinese",Marathahalli,Kaggadasapura,zomato,Bangalore,
38,3 Spice,Casual Dining,3.9,156,450.0,1,0,"North Indian, Chinese",Koramangala 7th Block,Wilson Garden,zomato,Bangalore,
39,30 Square,Quick Bites,4.2,556,400.0,1,0,"Tibetan, Nepalese, Momos","Byresandra,Tavarekere,Madiwala",Koramangala 5th Block,zomato,Bangalore,
40,360 Atoms Restaurant And Cafe,Cafe,3.1,13,400.0,1,0,"Cafe, Chinese, Continental, Italian",Banashankari,Banashankari,zomato,Bangalore,
41,36th Cross Coffee Mane,Casual Dining,3.7,29,500.0,0,0,"North Indian, Chinese",JP Nagar,BTM,zomato,Bangalore,
42,37 China Town,Casual Dining,3.5,58,900.0,0,0,"Chinese, Thai, North Indian, South Indian, Continental",Lavelle Road,Race Course Road,zomato,Bangalore,
43,"3B's - Buddies, Bar & Barbecues","Casual Dining, Bar",4.4,1149,1100.0,0,1,"North Indian, Mediterranean, European, BBQ","Byresandra,Tavarekere,Madiwala",BTM,zomato,Bangalore,
44,3G's - Gulp & Groove,"Bar, Casual Dining",4.1,662,1100.0,1,1,"Finger Food, Continental, Chinese",Malleshwaram,Malleshwaram,zomato,Bangalore,
45,3rd Innings,"Casual Dining, Bar",3.0,17,1000.0,0,0,"Burger, Italian, North Indian, Chinese",Electronic City,Electronic City,zomato,Bangalore,
46,4 Mangoes,Kiosk,3.7,14,200.0,0,0,Ice Cream,Indiranagar,Old Airport Road,zomato,Bangalore,
47,4 Seasons Restaurant,Casual Dining,3.7,399,1000.0,1,1,"North Indian, Seafood, Middle Eastern, Chinese",Kalyan Nagar,Kalyan Nagar,zomato,Bangalore,
48,4 States,Food Court,3.2,4,400.0,0,0,South Indian,Sarjapur Road,Bellandur,zomato,Bangalore,
49,46 Ounces Brewgarden,Microbrewery,2.8,40,1600.0,0,1,"Bar Food, Finger Food, Pizza",Electronic City,Electronic City,zomato,Bangalore,
50,4700BC Popcorn,"Takeaway, Delivery",4.1,55,500.0,0,0,Fast Food,Whitefield,Whitefield,zomato,Bangalore,
51,4Foodiez,Quick Bites,3.6,82,300.0,1,0,"South Indian, North Indian, Chinese",Electronic City,Electronic City,zomato,Bangalore,
52,4Foodiez - The Restaurant,Quick Bites,3.0,23,400.0,0,0,"Street Food, Chinese, North Indian, South Indian",Electronic City,Electronic City,zomato,Bangalore,
53,4K Biryani,Delivery,3.3,4,700.0,1,0,"North Indian, Chinese",HSR,HSR,zomato,Bangalore,
54,4th Tea Block,Cafe,4.0,62,150.0,0,0,Cafe,Basavanagudi,Jayanagar,zomato,Bangalore,
55,5 Star Food,Quick Bites,2.8,40,300.0,1,0,"South Indian, Fast Food",Frazer Town,Kammanahalli,zomato,Bangalore,
56,50-50 EATING HOUSE,Quick Bites,3.2,4,100.0,0,0,"South Indian, Biryani",Banashankari,Basavanagudi,zomato,Bangalore,
57,52 Wall Street,"Bar, Casual Dining",3.9,737,1400.0,0,0,"American, Continental, Finger Food","Byresandra,Tavarekere,Madiwala",Koramangala 6th Block,zomato,Bangalore,
58,55 Wall Street,Bar,3.9,1763,1300.0,0,1,"Finger Food, North Indian, Chinese",Bannerghatta Road,JP Nagar,zomato,Bangalore,
59,56 Bhoga Sweets,"Takeaway, Delivery",3.6,51,150.0,0,0,"Mithai, Street Food",HSR,HSR,zomato,Bangalore,
60,5th Main Cafe,Cafe,3.5,15,250.0,0,0,"Cafe, Fast Food","Byresandra,Tavarekere,Madiwala",HSR,zomato,Bangalore,
61,7 Days Restaurant,Quick Bites,3.8,478,400.0,1,0,"North Indian, Chinese, Arabian",Electronic City,Electronic City,zomato,Bangalore,
62,7 Degrees North,Casual Dining,3.5,11,500.0,0,0,North Indian,HSR,HSR,zomato,Bangalore,
63,7 Hills Andhra Mess,Mess,3.4,8,300.0,0,0,Andhra,Indiranagar,CV Raman Nagar,zomato,Bangalore,
64,7 Plates,Casual Dining,3.5,531,600.0,1,0,"North Indian, Mughlai, Rolls, Fast Food",Kammanahalli,Kalyan Nagar,zomato,Bangalore,
65,7 Shanghai,Quick Bites,3.5,18,250.0,1,0,Chinese,Electronic City,Electronic City,zomato,Bangalore,
66,7 Spice,Quick Bites,3.4,5,250.0,0,0,"Biryani, Chinese",Kalyan Nagar,Banaswadi,zomato,Bangalore,
67,7 to 11 Food Court,Quick Bites,3.7,16,200.0,1,0,"Fast Food, Burger, North Indian, South Indian",Frazer Town,Banaswadi,zomato,Bangalore,
68,70 Brigade - Iris Hotel,Casual Dining,3.9,105,1000.0,0,1,"Chinese, North Indian, Pizza",Brigade Road,Brigade Road,zomato,Bangalore,
69,7Biryanis,Casual Dining,3.2,4,600.0,1,0,"Andhra, Biryani",Kalyan Nagar,Nagawara,zomato,Bangalore,
70,7th Heaven,Bakery,3.6,17,300.0,0,0,"Bakery, Desserts",New BEL Road,New BEL Road,zomato,Bangalore,
71,8 Slice,Delivery,3.7,74,600.0,1,0,Pizza,Brigade Road,Koramangala 6th Block,zomato,Bangalore,
72,9 Bowls,Quick Bites,2.8,40,500.0,1,0,"Healthy Food, Continental, North Indian, Chinese",HSR,Koramangala 1st Block,zomato,Bangalore,
73,90's,Quick Bites,2.8,40,200.0,0,0,North Indian,HSR,HSR,zomato,Bangalore,
74,90's Beer Cafe - Hotel Millennium Plaza,Bar,3.0,7,1000.0,0,0,Finger Food,Electronic City,Electronic City,zomato,Bangalore,
75,90's Cafe,Quick Bites,2.8,40,500.0,0,0,"Fast Food, Burger",Jayanagar,JP Nagar,zomato,Bangalore,
76,99 Caffe,Quick Bites,3.6,106,250.0,1,0,"South Indian, North Indian, Chinese",Brookefield,Brookefield,zomato,Bangalore,
77,99 Pancakes,Dessert Parlor,4.1,41,150.0,1,0,"Desserts, Ice Cream",Brigade Road,Church Street,zomato,Bangalore,
78,99 Variety Dosa & Pav Bhaji,Quick Bites,3.8,16,250.0,1,0,"South Indian, North Indian, Street Food",Koramangala 5th Block,Koramangala 6th Block,zomato,Bangalore,
79,99 Variety Dosa and Pav Bhaji,Quick Bites,4.0,101,250.0,1,0,"South Indian, North Indian, Street Food","Byresandra,Tavarekere,Madiwala",HSR,zomato,Bangalore,
80,99 Variety Dose-Biryanis-Starters,"Takeaway, Delivery",2.8,40,300.0,1,0,"South Indian, North Indian, Fast Food, Chinese",HSR,HSR,zomato,Bangalore,
81,99Foods,Quick Bites,3.4,32,400.0,0,0,"Biryani, North Indian, Chinese, Kebab",Marathahalli,Marathahalli,zomato,Bangalore,
82,9D Foods,Quick Bites,4.0,458,400.0,1,0,"North Indian, Street Food",Brookefield,Marathahalli,zomato,Bangalore,
83,9th Cross Cafe,Cafe,3.6,12,550.0,0,0,"Cafe, Italian, French",Indiranagar,Jeevan Bhima Nagar,zomato,Bangalore,
84,A 1 Pizza and Food,Delivery,2.8,211,300.0,1,0,"Pizza, Chinese, North Indian",Indiranagar,Old Airport Road,zomato,Bangalore,
85,A Bar,Bar,3.3,19,600.0,0,0,"North Indian, Continental","Byresandra,Tavarekere,Madiwala",HSR,zomato,Bangalore,
86,A Hole Lotta Love Cafe,Cafe,4.3,2871,600.0,1,0,"Cafe, American, Burger, Sandwich, Beverages",Koramangala 4th Block,Koramangala 5th Block,zomato,Bangalore,
87,A Little For Love,Bakery,3.4,12,350.0,0,0,Bakery,Kalyan Nagar,Hennur,zomato,Bangalore,
88,A M Biryani Hotel,Quick Bites,3.3,6,300.0,1,0,"North Indian, Chinese, Biryani, Fast Food",Bannerghatta Road,Bannerghatta Road,zomato,Bangalore,
89,A Southern Fair,Casual Dining,3.0,19,750.0,1,0,"Biryani, Seafood, South Indian",Whitefield,Whitefield,zomato,Bangalore,
90,A Today Thick Shakes,Beverage Shop,3.2,9,200.0,0,0,Beverages,Jayanagar,Koramangala 5th Block,zomato,Bangalore,
91,A.M New Punjab Food Corner,Quick Bites,3.5,21,350.0,1,0,"North Indian, Chinese","Byresandra,Tavarekere,Madiwala",Koramangala 1st Block,zomato,Bangalore,
92,A1 Ambur Dum Biryani And Parota Centre,Quick Bites,3.2,4,300.0,0,0,Biryani,Rajajinagar,Basaveshwara Nagar,zomato,Bangalore,
93,A1 Biriyani Point,Quick Bites,3.0,10,200.0,0,0,Biryani,Malleshwaram,Seshadripuram,zomato,Bangalore,
94,A1 Garam Masala,Casual Dining,3.6,25,500.0,1,0,"North Indian, Andhra, Chinese",JP Nagar,Kanakapura Road,zomato,Bangalore,
95,A1 Hot Dum Biryani,Quick Bites,3.2,4,150.0,0,0,Biryani,Whitefield,Whitefield,zomato,Bangalore,
96,A1 Spice Inn,Casual Dining,3.5,46,500.0,0,0,"Biryani, Chinese, Hyderabadi, North Indian, South Indian",Malleshwaram,Yeshwantpur,zomato,Bangalore,
97,A2B - Adyar Ananda Bhavan,Casual Dining,2.5,544,400.0,1,0,"South Indian, North Indian, Chinese, Street Food, Fast Food",Whitefield,Whitefield,zomato,Bangalore,
98,A2B Veg - Adyar Ananda Bhavan,Casual Dining,2.7,97,400.0,1,0,"South Indian, Fast Food, Street Food",Basavanagudi,Basavanagudi,zomato,Bangalore,
99,A3 Nuwang Kitchen,Quick Bites,3.7,42,300.0,1,0,"Chinese, North Indian",Indiranagar,Ejipura,zomato,Bangalore,
100,Aaccord Restaurant,Casual Dining,2.8,40,600.0,0,0,"Continental, North Indian, Chinese","Byresandra,Tavarekere,Madiwala",BTM,zomato,Bangalore,
101,Aadhya Hotel,"Casual Dining, Bar",3.3,5,800.0,1,0,"South Indian, North Indian, Chinese, Biryani",Banashankari,Basavanagudi,zomato,Bangalore,
102,Aadvik Nightfood,Delivery,3.6,22,350.0,1,0,Fast Food,Frazer Town,Frazer Town,zomato,Bangalore,
103,Aagaman Veg,Casual Dining,2.8,40,900.0,1,0,"North Indian, Chinese, South Indian",Electronic City,Electronic City,zomato,Bangalore,
104,Aaha,Quick Bites,3.6,93,300.0,1,0,"North Indian, Chinese",Marathahalli,Brookefield,zomato,Bangalore,
105,Aaha Andhra,Casual Dining,3.4,58,900.0,0,0,"Andhra, Biryani, North Indian",Marathahalli,Marathahalli,zomato,Bangalore,
106,Aahar Cafe,Quick Bites,3.5,40,100.0,0,0,South Indian,Basavanagudi,Basavanagudi,zomato,Bangalore,
107,Aahar Vihar,Quick Bites,4.0,68,250.0,1,0,North Indian,Brookefield,Marathahalli,zomato,Bangalore,
108,Aahara Vihar,Quick Bites,3.5,13,300.0,0,0,"South Indian, North Indian, Chinese",Malleshwaram,Malleshwaram,zomato,Bangalore,
109,Aaharam,Quick Bites,4.0,65,350.0,0,0,"Chinese, North Indian",HSR,Koramangala 1st Block,zomato,Bangalore,
110,Aalishan Restaurant & Caterer,Casual Dining,3.5,888,650.0,1,0,"North Indian, Mughlai","Byresandra,Tavarekere,Madiwala",Koramangala 7th Block,zomato,Bangalore,
111,Aami Bangali,Casual Dining,3.0,66,700.0,1,0,Bengali,"Byresandra,Tavarekere,Madiwala",Koramangala 5th Block,zomato,Bangalore,
112,Aami Kolkata,Delivery,3.3,5,600.0,0,0,Bengali,Bannerghatta Road,Bannerghatta Road,zomato,Bangalore,
113,Aao G Khao G,Quick Bites,3.5,11,200.0,1,0,"North Indian, Chinese",HSR,HSR,zomato,Bangalore,
114,Aapni Rasoi,Quick Bites,3.2,127,400.0,1,0,North Indian,Bellandur,Bellandur,zomato,Bangalore,
115,Aaranya Restaurant,Casual Dining,3.4,212,800.0,1,0,"North Indian, Chinese, Mughlai","Byresandra,Tavarekere,Madiwala",HSR,zomato,Bangalore,
116,Aarti Paratha & Rolls Corner,Quick Bites,3.6,15,200.0,1,0,"North Indian, Fast Food",New BEL Road,New BEL Road,zomato,Bangalore,
117,Aarya Pork Hotel,Quick Bites,3.3,11,300.0,0,0,"South Indian, Biryani, Chinese","Byresandra,Tavarekere,Madiwala",BTM,zomato,Bangalore,
118,Aashirvaad Restaurant,Quick Bites,3.1,249,300.0,1,0,"North Indian, Oriya, Chinese",Brookefield,Marathahalli,zomato,Bangalore,
119,Aashish Foods,Quick Bites,2.7,35,150.0,1,0,North Indian,Brookefield,Brookefield,zomato,Bangalore,
120,Aasife & Brothers Biriyani Centre,Casual Dining,3.8,120,600.0,1,0,"Biryani, North Indian, South Indian, Chinese","Byresandra,Tavarekere,Madiwala",HSR,zomato,Bangalore,
121,Aastha Bengali Mess,Quick Bites,3.9,131,250.0,1,0,"Chinese, Bengali",Malleshwaram,Yeshwantpur,zomato,Bangalore,
122,Aata's Kitchen,Quick Bites,2.8,40,250.0,1,0,"South Indian, North Indian","Byresandra,Tavarekere,Madiwala",Koramangala 1st Block,zomato,Bangalore,
123,Aathithya,Casual Dining,3.1,16,1100.0,0,0,"North Indian, Continental, Chinese",Brigade Road,Infantry Road,zomato,Bangalore,
124,Aathurar,Casual Dining,3.2,574,600.0,1,0,"Chettinad, Biryani, South Indian, Seafood",Indiranagar,Jeevan Bhima Nagar,zomato,Bangalore,
125,Abbabi Chicken,Quick Bites,3.7,134,200.0,0,0,Fast Food,Sarjapur Road,Bellandur,zomato,Bangalore,
126,ABC Grand,Casual Dining,3.5,54,400.0,0,0,"Andhra, Chinese, North Indian",Old Airport Road,Indiranagar,zomato,Bangalore,
127,Abhiruchi,Casual Dining,3.8,164,650.0,0,0,"Andhra, Seafood, North Indian, Chinese",Kalyan Nagar,Kammanahalli,zomato,Bangalore,
128,Abhiruchi Andhra Mess,Mess,3.1,61,300.0,1,0,"Andhra, Biryani, South Indian",Whitefield,Whitefield,zomato,Bangalore,
129,Abhiruchi Hotel,Casual Dining,3.2,12,500.0,1,0,"North Indian, South Indian, Chinese","Byresandra,Tavarekere,Madiwala",Bommanahalli,zomato,Bangalore,
130,Abhiruchi Moonlight,"Takeaway, Delivery",3.3,4,300.0,1,0,North Indian,"Byresandra,Tavarekere,Madiwala",Bommanahalli,zomato,Bangalore,
131,Abhiruchi Restaurant,Casual Dining,3.4,5,400.0,1,0,"Andhra, North Indian, Chinese",Bellandur,Sarjapur Road,zomato,Bangalore,
132,AB's - Absolute Barbecues,Casual Dining,4.6,1502,1400.0,0,1,"European, Mediterranean, North Indian, BBQ",Kalyan Nagar,Kalyan Nagar,zomato,Bangalore,
133,Absolute Chinese,Quick Bites,3.8,209,450.0,1,0,"Chinese, Fast Food, Momos",Malleshwaram,Rajajinagar,zomato,Bangalore,
134,Absolute Shawarma,"Takeaway, Delivery",2.8,40,150.0,1,0,Lebanese,Brookefield,Brookefield,zomato,Bangalore,
135,Absolute Waffles,Dessert Parlor,3.9,49,200.0,1,0,"Desserts, Fast Food",Malleshwaram,New BEL Road,zomato,Bangalore,
136,Aburrahaman,Delivery,2.8,40,400.0,0,0,"North Indian, South Indian, Chinese",Indiranagar,Thippasandra,zomato,Bangalore,
137,Abzain Paradise,Quick Bites,2.9,42,300.0,0,0,North Indian,New BEL Road,Sanjay Nagar,zomato,Bangalore,
138,Achayyan's,Quick Bites,3.8,405,350.0,1,0,"Kerala, South Indian",Indiranagar,Indiranagar,zomato,Bangalore,
139,Ackley Kitchen,Quick Bites,3.6,33,500.0,1,0,"Fast Food, Continental, Burger",Marathahalli,Kaggadasapura,zomato,Bangalore,
140,Adarsh Bakery,Bakery,3.1,10,300.0,0,0,"Bakery, Fast Food",Electronic City,Electronic City,zomato,Bangalore,
141,Adda,Quick Bites,3.3,5,300.0,0,0,South Indian,Basavanagudi,Shanti Nagar,zomato,Bangalore,
142,Addhuri Udupi Bhojana,Quick Bites,3.7,88,300.0,0,0,"South Indian, North Indian",Banashankari,Banashankari,zomato,Bangalore,
143,Adiga's,Quick Bites,3.3,55,150.0,0,0,South Indian,Basavanagudi,Jayanagar,zomato,Bangalore,
144,Adi's Cake N Cafe,Bakery,3.3,4,400.0,0,0,Bakery,"Byresandra,Tavarekere,Madiwala",Bannerghatta Road,zomato,Bangalore,
145,Adithya,Casual Dining,3.9,178,450.0,1,0,"South Indian, North Indian, Chinese",Bannerghatta Road,JP Nagar,zomato,Bangalore,
146,Adithya Family Restaurant,Quick Bites,3.7,27,250.0,0,0,South Indian,"Byresandra,Tavarekere,Madiwala",BTM,zomato,Bangalore,
147,Adithya Tiffin Centre,"Takeaway, Delivery",2.8,40,200.0,0,0,North Indian,Brigade Road,Shanti Nagar,zomato,Bangalore,
148,Adithya Veg,Quick Bites,3.3,10,300.0,0,0,"South Indian, Chinese",Basavanagudi,Jayanagar,zomato,Bangalore,
149,Aditya Delights,Quick Bites,3.7,59,300.0,0,0,"Chinese, North Indian, Mangalorean",New BEL Road,New BEL Road,zomato,Bangalore,
150,Aditya Sweets,Sweet Shop,3.7,21,200.0,1,0,"Mithai, Fast Food",Brookefield,Whitefield,zomato,Bangalore,
151,Aditya Uphar,Quick Bites,3.5,30,200.0,0,0,"South Indian, Chinese, North Indian",JP Nagar,JP Nagar,zomato,Bangalore,
152,Adukkala Restaurant,Casual Dining,2.9,128,600.0,1,0,Kerala,Kammanahalli,Banaswadi,zomato,Bangalore,
153,Adupadi,Quick Bites,2.9,25,450.0,0,0,"South Indian, Chettinad",Whitefield,Whitefield,zomato,Bangalore,
154,Advika Briyani Center,Delivery,3.2,10,300.0,0,0,Biryani,JP Nagar,JP Nagar,zomato,Bangalore,
155,Adya Hotel,Quick Bites,3.3,4,400.0,0,0,"South Indian, North Indian, Chinese",Electronic City,Electronic City,zomato,Bangalore,
156,Adyar Anand Bhavan Sweets,Quick Bites,2.8,40,200.0,0,0,"South Indian, North Indian, Chinese, Street Food",Electronic City,Electronic City,zomato,Bangalore,
157,Adyar Ananda Bhavan - Sweets,"Takeaway, Delivery",3.4,6,200.0,1,0,"Mithai, Desserts","Byresandra,Tavarekere,Madiwala",BTM,zomato,Bangalore,
158,Adyar Ananda Bhavan Sweets,"Takeaway, Delivery",3.6,4,200.0,1,0,"Mithai, Desserts",JP Nagar,JP Nagar,zomato,Bangalore,
159,Afghani Tandoori Hub,Quick Bites,3.6,14,400.0,1,0,"Arabian, Afghan","Byresandra,Tavarekere,Madiwala",BTM,zomato,Bangalore,
160,Afoozoo - Ginger Hotel,Casual Dining,3.5,40,800.0,0,0,"North Indian, Chinese",Brookefield,Whitefield,zomato,Bangalore,
161,Afrina's Kitchen,"Takeaway, Delivery",3.4,9,250.0,1,0,"Fast Food, Desserts",Frazer Town,Kammanahalli,zomato,Bangalore,
162,Agarwal Food Service,Delivery,3.5,16,400.0,1,0,"North Indian, Chinese, Biryani",HSR,HSR,zomato,Bangalore,
163,Agent Jack's Bar,Bar,4.0,377,1300.0,0,1,"Continental, North Indian, Italian",Kalyan Nagar,Kalyan Nagar,zomato,Bangalore,
164,Agraharaa,Quick Bites,2.8,40,150.0,0,0,South Indian,Koramangala 4th Block,Koramangala 6th Block,zomato,Bangalore,
165,Agraharam Meal,"Takeaway, Delivery",3.7,61,300.0,0,0,"North Indian, South Indian",Marathahalli,Kaggadasapura,zomato,Bangalore,
166,Aha Juice Bar,Beverage Shop,3.6,13,200.0,0,0,"Beverages, Fast Food",Bannerghatta Road,BTM,zomato,Bangalore,
167,Ahaan Restaurant,Delivery,2.8,76,300.0,1,0,"North Indian, Chinese",Frazer Town,RT Nagar,zomato,Bangalore,
168,AhimsaAmrit Green Cafe,Casual Dining,3.4,9,800.0,0,0,"Healthy Food, Salad, Continental",Indiranagar,Indiranagar,zomato,Bangalore,
169,Ahmad's Chicken Hut,Quick Bites,3.2,9,200.0,0,0,"North Indian, Chinese",Kalyan Nagar,Banaswadi,zomato,Bangalore,
170,Ahmed's Little Hut,Quick Bites,2.8,40,250.0,1,0,Fast Food,Bannerghatta Road,BTM,zomato,Bangalore,
171,Ahmeds Takeaway Restaurant,"Takeaway, Delivery",2.8,40,250.0,0,0,"North Indian, Chinese",Frazer Town,Frazer Town,zomato,Bangalore,
172,Aioli,Casual Dining,4.2,783,1400.0,0,1,"Mediterranean, Continental, Italian, Salad",Kalyan Nagar,Kalyan Nagar,zomato,Bangalore,
173,Airlines Hotel,Quick Bites,4.0,867,400.0,1,0,"South Indian, North Indian, Street Food",Brigade Road,Lavelle Road,zomato,Bangalore,
174,Aisha Tharavad,Quick Bites,3.5,40,400.0,0,0,"South Indian, Kerala",Koramangala 6th Block,Ejipura,zomato,Bangalore,
175,Aishwarya,Dhaba,3.3,6,450.0,0,0,"Chinese, North Indian",Whitefield,Whitefield,zomato,Bangalore,
176,Aishwarya Parkland,Casual Dining,2.9,59,500.0,0,0,"Chinese, North Indian",Bannerghatta Road,Bannerghatta Road,zomato,Bangalore,
177,Aishwarya Sweets,Sweet Shop,3.6,24,250.0,1,0,"Mithai, Street Food",Malleshwaram,Rajajinagar,zomato,Bangalore,
178,Aishwarya Uphar,Quick Bites,2.8,40,150.0,0,0,"South Indian, North Indian",Brigade Road,Ulsoor,zomato,Bangalore,
179,Ajwa Thalassery Biryani,Quick Bites,3.9,42,500.0,1,1,"Biryani, South Indian",Bellandur,Sarjapur Road,zomato,Bangalore,
180,Akkad Bakkad,Casual Dining,3.9,72,600.0,1,1,"North Indian, Chinese",Electronic City,Electronic City,zomato,Bangalore,
181,AKS Family Dhaba And Restaurant,Quick Bites,3.6,40,500.0,1,0,"North Indian, Mughlai, South Indian",Marathahalli,Marathahalli,zomato,Bangalore,
182,Akshara,Casual Dining,3.8,42,700.0,1,0,"North Indian, South Indian, Chinese",Electronic City,Electronic City,zomato,Bangalore,
183,Akshatha Nati Style,Quick Bites,3.7,20,500.0,0,0,"South Indian, Chinese, North Indian",Rajajinagar,Vijay Nagar,zomato,Bangalore,
184,Akshaya Bar And Restaurant,"Casual Dining, Bar",2.8,40,600.0,1,0,"North Indian, South Indian, Chinese, Fast Food","Byresandra,Tavarekere,Madiwala",Koramangala 1st Block,zomato,Bangalore,
185,AKSHAYA BIRYANI,Quick Bites,3.6,20,300.0,1,0,"Biryani, North Indian",Bellandur,Sarjapur Road,zomato,Bangalore,
